"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000002822",718.415970056555,-0.106618436135111,0.385151914799758,-0.276821773534587,0.781916961401832,0.963656344035475
"ENSG00000002834",28698.4489658019,0.486453069609663,0.290090324216534,1.67690208531931,0.0935616303153049,0.461916205849448
"ENSG00000002919",517.774259278107,0.172952023320144,0.418959065824351,0.412813655147527,0.679743146093314,0.939292741754556
"ENSG00000002933",116.561993655836,-0.348623698164519,1.13786238592582,-0.306384763638057,0.7593117077802,0.957468085246376
"ENSG00000003056",2610.59238073335,-0.036496671342754,0.290803186658103,-0.12550299658739,0.900125352863558,0.989188405833968
"ENSG00000003096",4.72707967908076,5.8374104728466,2.41431445199046,2.41783354609587,0.0156132171976442,NA
"ENSG00000003137",4.89156700782923,-3.37933154587278,1.74803019943335,-1.93322263366402,0.0532087776927521,NA
"ENSG00000003147",1396.68271764521,-0.293078503717326,0.468162001243054,-0.626019418361912,0.531302204677342,0.889512433178682
"ENSG00000003249",1477.12777687635,0.430490569948608,0.324335346191179,1.3273008168985,0.18440919374193,0.629568972330231
"ENSG00000003393",912.701824612279,0.649441832596867,0.393400913413008,1.65083966623905,0.0987713181896634,0.473283656608471
"ENSG00000003400",484.637853939261,0.791045608239154,0.298327975015667,2.65159714973968,0.00801120623959879,0.105588135601065
"ENSG00000003402",1722.2740525411,0.972758138413663,0.317917099235518,3.05978552507183,0.00221495546212391,0.042305368923059
"ENSG00000003436",3415.62678466676,-0.45709440238333,0.373825363357341,-1.2227485002038,0.221424702301618,0.677208638125904
"ENSG00000003509",445.83880055072,-0.191781800323327,0.368473748941747,-0.520476155693921,0.602731742800687,0.912994543414353
"ENSG00000003756",659.565833452645,-0.42209433226632,0.442481442219911,-0.953925502838471,0.340121353206184,0.791112644554267
"ENSG00000003987",11.1385945020809,0.609594336449471,1.03116765879353,0.591168983289,0.554407202631255,0.896152761676076
"ENSG00000003989",173.462840669346,-9.95615566459157,1.521855387912,-6.54211677645109,6.06541100845981e-11,1.06851134636091e-08
"ENSG00000004059",4531.33006864296,0.391194827651953,0.311113751788126,1.25740127333993,0.208608368387543,0.664661642288745
"ENSG00000004139",500.604434573019,0.15731266886486,0.335037153715315,0.469537981445874,0.638685142851728,0.925367327437037
"ENSG00000004142",4065.75456241186,0.115707190824339,0.408881418832106,0.282984712670083,0.777188555759597,0.962423208232236
"ENSG00000004399",4678.03824539811,-0.638289969362734,0.856096483876261,-0.745581813947728,0.455920072088993,0.855459233843569
"ENSG00000004455",6526.3003012075,0.40725099178051,0.323619857552112,1.25842398813531,0.20823846105779,0.664428450006254
"ENSG00000004468",16.305378546059,4.16798495778279,1.38588606563336,3.00745137795869,0.00263448264807223,0.0486193259230846
"ENSG00000004478",6850.36537604177,0.439992032825858,0.528571077188056,0.832417912774515,0.405173094625517,0.828497248315328
"ENSG00000004487",4008.8095755918,0.489738501373989,0.28043098431315,1.74637799946924,0.080745290294729,0.429971542273568
"ENSG00000004534",844.80266047766,-0.300467177349696,0.331911271151814,-0.905263555247765,0.365325778996543,0.805083145425259
"ENSG00000004660",310.812633747339,-0.179983766204812,0.419521573715383,-0.429021479421983,0.66790759333361,0.936183497386265
"ENSG00000004700",1012.76377096085,1.08175208858591,0.388794126831803,2.78232620796221,0.0053970762416591,0.0801744242486144
"ENSG00000004766",597.458643671862,0.340244678889345,0.376736814766181,0.903136262646683,0.36645358027638,0.805862412710197
"ENSG00000004776",14.0091284215439,-0.652082824506282,0.990408544051648,-0.658397818175806,0.510282537014029,0.88169703012081
"ENSG00000004777",563.86603970174,0.581822865063318,0.579485369905075,1.0040337431791,0.315362349459097,0.777679015522529
"ENSG00000004779",1525.42962866787,0.43901468555028,0.466584071925595,0.940912285621891,0.346749811181081,0.794283566257535
"ENSG00000004799",298.574045066128,-0.299322539352203,0.904623076360984,-0.330880946080089,0.740734414900732,0.952757570187268
"ENSG00000004809",0,NA,NA,NA,NA,NA
"ENSG00000004838",9.84221299643312,0.983927003017247,1.38357336795409,0.711149134412868,0.476991825071685,0.866147248309408
"ENSG00000004846",4.00667169192881,0.394630398296638,1.63541580263701,0.241302791412631,0.809320447571618,NA
"ENSG00000004848",1.29453136117509,-2.93178160729978,4.85753011512144,-0.603553974513339,0.546140220515385,NA
"ENSG00000004864",1689.2518149725,0.0945962062427702,0.597652057671647,0.158279729867076,0.874236380016945,0.983778330864258
"ENSG00000004866",831.183133122145,0.175610696445822,0.471211668252736,0.372679006648945,0.709387362917775,0.945231987926092
"ENSG00000004897",1289.94915148731,0.693964849398723,0.450244213228255,1.54130764818273,0.123241928361121,0.526963059759971
"ENSG00000004939",22.4950552837226,0.45763599379745,0.771366671473051,0.593279448959752,0.55299414995045,0.896152761676076
"ENSG00000004948",0.340823145333358,2.51326834338536,4.89283122829953,0.513663403889536,0.60748734233623,NA
"ENSG00000004961",355.770277183733,0.0596877222387143,0.565957754684097,0.105463211246271,0.91600826032503,0.991642959275125
"ENSG00000004975",872.238842722873,-0.326703506228644,0.300123731272477,-1.08856272325908,0.276346762648123,0.739988630882152
"ENSG00000005001",866.259035129371,-0.120000808392112,0.483816998286188,-0.248029335094028,0.804111709693483,0.969836743156687
"ENSG00000005007",3803.98072242765,0.308381452511687,0.275276831367009,1.12025938027651,0.262603246271815,0.725554344479671
"ENSG00000005020",1620.99847873543,0.0694478125416307,0.390282887391133,0.177942243396472,0.858768334779401,0.979427326257621
"ENSG00000005022",13133.0199999274,0.00575274436078706,0.402257084758073,0.0143011635562538,0.988589711343216,0.999154357937345
"ENSG00000005059",65.9372248598152,3.0229083664611,0.738820362346495,4.09153364000463,4.28529767774098e-05,0.001772597995207
"ENSG00000005073",1850.03231484028,0.687887857307965,0.370219167242206,1.85805576310946,0.0631610959221118,0.37914405602218
"ENSG00000005075",1135.06731354334,0.290699183141266,0.339826442073683,0.855434266290069,0.392310780396148,0.821258440605609
"ENSG00000005100",700.501962751153,-0.476925159365425,0.526941349099844,-0.905082055488984,0.365421917901085,0.805130521396397
"ENSG00000005102",0,NA,NA,NA,NA,NA
"ENSG00000005108",0,NA,NA,NA,NA,NA
"ENSG00000005156",2156.33149633338,0.156970297577496,0.316476953114126,0.495992823593984,0.61989947415767,0.92006583586911
"ENSG00000005175",1152.58665866264,0.587155142424183,0.423270118924166,1.38718779373457,0.165384506508606,0.602107366997291
"ENSG00000005187",1406.9022356444,-1.50512317261656,0.536671202407651,-2.8045536370578,0.00503863034213412,0.0762876145026454
"ENSG00000005189",193.792544365767,0.483943016818151,0.474874655055119,1.01909632713917,0.308157237687502,0.770963688834915
"ENSG00000005194",907.466915874896,0.270403847877244,0.534114132303888,0.506266042261162,0.6126698982323,0.918054543793702
"ENSG00000005206",1785.94191059683,-0.00196832345151979,0.33291370925592,-0.0059124133275229,0.995282604172945,0.999758567563949
"ENSG00000005238",905.279354130688,0.738335180899158,0.355072787797095,2.07939106085786,0.0375814214618968,0.28464552603462
"ENSG00000005243",143.978896778752,2.07135153031724,0.593829139429811,3.48812712745308,0.00048641674542933,0.0129601500819551
"ENSG00000005249",0.17250446162883,1.52757408686749,4.9963721592331,0.305736650150167,0.759805165839968,NA
"ENSG00000005302",349.779896384251,-0.052386995846973,0.313060821044126,-0.167338077221707,0.867104045220376,0.981471831101079
"ENSG00000005339",2883.90230664013,-1.80657956835616,0.706853639138913,-2.55580429713417,0.010594268417834,0.12653399210326
"ENSG00000005379",67.3663803595221,-1.40197592762788,1.03082598112757,-1.3600510205363,0.173813779026993,0.616604484044111
"ENSG00000005381",0.961859099936691,-3.9311385146867,4.82128032655756,-0.815372317812014,0.414859224851716,NA
"ENSG00000005421",5.86376365674355,-3.33143489951194,1.69981385816985,-1.95988218562874,0.0500095622526566,NA
"ENSG00000005436",238.61409275985,-0.313872304608375,0.893137633955416,-0.351426580490553,0.725268344133188,0.948625645879983
"ENSG00000005448",478.357636474824,-0.196576642235585,0.563204695639402,-0.349032321210343,0.727065044780314,0.948952925563313
"ENSG00000005469",148.37623645092,0.645028294875813,0.521004620711649,1.23804716740277,0.215698572029956,0.67086251100224
"ENSG00000005471",26.9236401175256,-1.3604766576419,1.04979094801262,-1.29595007483865,0.194992685728731,0.645623994746775
"ENSG00000005483",2741.35508058917,0.111619463178699,0.347007300552455,0.321663155216027,0.747707893379485,0.954220001467923
"ENSG00000005486",3406.41576265015,0.443341770009985,0.43390995872006,1.02173679377571,0.306905491735046,0.769471093121994
"ENSG00000005513",12.7667405822068,-4.48947426262101,1.57984615942525,-2.84171609737892,0.00448714303097992,0.0705782350271988
"ENSG00000005700",1431.69432996421,-0.00237512810828199,0.281766515703102,-0.00842941930965517,0.993274376124711,0.999758567563949
"ENSG00000005801",667.557249568099,-0.275349639744524,0.435202162070482,-0.632693639283736,0.526933724391604,0.888340259706433
"ENSG00000005810",1133.22706419423,0.746580408588936,0.309145333384823,2.41498197761761,0.0157359882817105,0.164892014366923
"ENSG00000005812",1177.46793832123,0.700082411608564,0.322383711854912,2.1715812116576,0.0298872654443325,0.248767044337651
"ENSG00000005844",8.63318442179686,-0.35569809303727,1.14236996627878,-0.311368561444189,0.755520451157324,0.956089239891407
"ENSG00000005882",1594.02125896156,-0.51423558571729,0.451961634509634,-1.13778592352252,0.255209884220848,0.716981764788551
"ENSG00000005884",11353.5783835093,0.539157796931946,0.377561356993215,1.42800047448085,0.15329172195123,0.583799201462588
"ENSG00000005889",658.475666104732,-0.194869282888507,0.327525165305134,-0.594974992858823,0.551860186962471,0.896152761676076
"ENSG00000005893",2095.38258398353,0.175680678281261,0.370617359061208,0.474021720747968,0.635484418173483,0.924657636101732
"ENSG00000005961",5.14008932500902,1.52769915636803,1.92967326230826,0.791687995168991,0.428542623855954,NA
"ENSG00000005981",5.11758558849194,-1.51767441467587,1.58522511389062,-0.957387314506419,0.338371798899114,NA
"ENSG00000006007",3810.05803076531,-0.118534319644033,0.303162016428296,-0.390993307936612,0.695802182414736,0.943420506125607
"ENSG00000006015",636.488019659809,0.216173021889525,0.371258474115083,0.582270943187994,0.5603841942376,0.896193935771898
"ENSG00000006016",8.15138964002056,0.940468716147289,1.37342727079009,0.68476047923984,0.493495077857405,0.872654292077877
"ENSG00000006025",717.996825244323,0.318936896591208,0.339806754873362,0.938583156506316,0.347944803979435,0.795681963162502
"ENSG00000006042",7.61198387006167,-0.638685916750909,1.29614711833985,-0.492757270925357,0.622184105624853,0.921225727375488
"ENSG00000006047",1285.25530051557,1.20830485274943,0.353646360646886,3.41670376739975,0.000633842091951291,0.0158980761890764
"ENSG00000006062",297.031855080366,-0.244986201251932,0.416765551254636,-0.587827378041257,0.556648165433383,0.896152761676076
"ENSG00000006071",11.5370518051974,-4.13542342933786,1.49528266398738,-2.76564660912351,0.00568100619981075,0.0828309511547869
"ENSG00000006116",0.170411572666679,1.5187128766453,4.99700780783725,0.303924455403766,0.761185445827446,NA
"ENSG00000006118",2326.65531852064,0.00631581600501931,0.474058426889712,0.0133228641171032,0.989370206878644,0.999154357937345
"ENSG00000006125",10163.2528537859,-0.0697207735578703,0.309460185977234,-0.225298040643586,0.821747423831901,0.972348218909319
"ENSG00000006128",0.82610069237036,-1.92384122336901,4.67087003973362,-0.41188070038419,0.680426867294723,NA
"ENSG00000006194",1135.79690106886,0.0138488053358291,0.305416577188916,0.04534398709885,0.963833126840071,0.996753380949647
"ENSG00000006210",26.2016158669089,-2.90062607914209,0.991776720264049,-2.9246765122394,0.00344814462306621,0.0584078253232957
"ENSG00000006282",878.694048982899,-1.22132654481838,0.656967641021628,-1.85903607507842,0.0630220251249425,0.379043820290515
"ENSG00000006283",14.8147538857712,0.844545790803384,1.87183476347289,0.451186080782294,0.651855440765522,0.930416193674991
"ENSG00000006327",3975.06113189802,0.211874954237051,0.364721221249023,0.580923022552583,0.561292335085994,0.896193935771898
"ENSG00000006377",0.999078181434334,1.66587399232287,3.73611896797447,0.445883550979648,0.655681364735617,NA
"ENSG00000006432",617.656707005417,0.384229181800819,0.291785610260352,1.31682018677337,0.187898904614817,0.635554144500173
"ENSG00000006451",2409.15161805688,0.814863203261484,0.319092235102176,2.55369173430546,0.0106587576368865,0.126972344355401
"ENSG00000006453",3894.13006093938,-0.624888937566279,0.348030668572477,-1.79549963263121,0.0725741312355944,0.406711710246191
"ENSG00000006459",324.116538434285,0.628353672858839,0.631688896428391,0.9947201484965,0.319872392196064,0.779331142327345
"ENSG00000006468",155.071281920863,-0.0279522031141368,1.0183963258039,-0.0274472741170506,0.978102993142506,0.998532449817383
"ENSG00000006530",825.412118235286,-0.132263763539482,0.363067570057141,-0.364295173812043,0.715637603383535,0.947316596735872
"ENSG00000006534",8334.66243912323,1.30323154815109,0.485102260806945,2.68650891460129,0.00722030214559847,0.098377437969237
"ENSG00000006555",1149.45939773928,0.665778280312794,0.394663667337642,1.68695103049151,0.0916127684559584,0.457209138192804
"ENSG00000006576",654.906016166677,0.610741741276908,0.377844779278769,1.61638263850752,0.106011609675406,0.491460632594283
"ENSG00000006606",1.15537907485872,1.51882024590173,4.30688149488067,0.352649648639523,0.724351111588854,NA
"ENSG00000006607",1480.1108373846,-0.269012146624171,0.409709934344351,-0.656591710558996,0.511443480389494,0.88169703012081
"ENSG00000006611",4102.54950395282,-0.0664882928108808,0.475004236262685,-0.139974104934323,0.888680450206821,0.987260945505248
"ENSG00000006625",2330.34046292471,0.74030736089892,0.49867900604548,1.48453685020661,0.137666554564382,0.554788403139077
"ENSG00000006634",1059.37263696405,1.07702198214797,0.635127201716799,1.6957579194163,0.0899317347117146,0.452651359856543
"ENSG00000006638",13.719756603661,0.973791958704377,1.17289540377244,0.830246205733538,0.406399595874949,0.829083997293446
"ENSG00000006652",1272.57663507827,-0.877701367340604,0.40966977554967,-2.14246063469768,0.0321564331329872,0.25873746895935
"ENSG00000006659",0.517513384886489,3.11447626570817,4.85625166021943,0.64133337471383,0.521306109802111,NA
"ENSG00000006695",497.796963663787,0.0644267461088109,0.475022110333451,0.135628941700388,0.892114624690924,0.987436553493136
"ENSG00000006704",1464.69565552119,-0.491194931662128,0.405814687905632,-1.21039219698315,0.226128434647513,0.683603962798585
"ENSG00000006712",2965.9354520602,0.513479819574359,0.486382814976128,1.05571127055458,0.291100146403818,0.753699158708714
"ENSG00000006715",1084.21541487664,0.330432481206136,0.379393435250644,0.870949390539238,0.383781787140672,0.81433307080125
"ENSG00000006740",26.1141283872983,-0.679296360037903,0.848042475311135,-0.801016906362713,0.423121858492538,0.837186404475061
"ENSG00000006744",1827.21915056181,0.205308021435277,0.449105872876587,0.457148378221488,0.647564399517389,0.927995915242931
"ENSG00000006747",163.751381031469,-3.62318012286912,0.544744417836789,-6.65115603617744,2.90799780927653e-11,5.18385228525081e-09
"ENSG00000006756",2587.34465292344,-0.448417603903384,0.61113417230711,-0.733746571903433,0.463103208683367,0.859942117274181
"ENSG00000006757",287.926421735762,0.12489421202588,0.6549323564266,0.190697880170893,0.848762299593483,0.978270673779344
"ENSG00000006788",0,NA,NA,NA,NA,NA
"ENSG00000006831",2750.5679970656,0.0869461521005997,0.288073754819832,0.301819067672367,0.76278999443118,0.958222934279572
"ENSG00000006837",27.5754138949763,1.05674324075742,1.22943537917603,0.85953540841296,0.390045193501127,0.819494419459222
"ENSG00000007001",0.164428793584027,-1.37707734603564,4.99521169521825,-0.27567947667841,0.782794260247845,NA
"ENSG00000007038",0,NA,NA,NA,NA,NA
"ENSG00000007047",2107.27420031784,0.198818746854681,0.484639461639014,0.410240524331823,0.6816295164173,0.939412828240464
"ENSG00000007062",2071.47454491086,-2.13125464160591,0.577453547958666,-3.69078110116394,0.000223566472290709,0.00694540322838396
"ENSG00000007080",1750.10042017458,0.468277945116328,0.474431528184546,0.987029565484896,0.323628144852917,0.779708146955744
"ENSG00000007129",1.01127279307372,3.52126489776494,4.39277973402593,0.801602882678058,0.4227827095939,NA
"ENSG00000007168",2764.58365864575,0.338322472757918,0.278412979666332,1.2151821124266,0.224296641196693,0.680348791283792
"ENSG00000007171",0,NA,NA,NA,NA,NA
"ENSG00000007174",4.16499734936362,1.33924485393728,1.7859829315289,0.749864307376562,0.453336433168512,NA
"ENSG00000007202",7919.8799511841,0.29685790261352,0.393531563391018,0.754343311259529,0.450643101708164,0.854333977943471
"ENSG00000007216",0,NA,NA,NA,NA,NA
"ENSG00000007237",25.7082712712677,1.94779486092203,1.01107970057459,1.92645036767637,0.0540481634758302,0.34731651654926
"ENSG00000007255",1143.22165092843,-0.340045241507843,0.734079743702177,-0.463226569627022,0.643201973345875,0.92658074164192
"ENSG00000007264",0.336933255212857,0.0718646349650778,4.99412391810137,0.0143898381665305,0.988518966520547,NA
"ENSG00000007306",886.450221143076,2.55752093852101,1.89675890713931,1.34836374243169,0.177541419624359,0.620566110517075
"ENSG00000007312",2.95524961210516,-5.18632154408328,2.89120867493818,-1.79382470350196,0.0728411526584709,NA
"ENSG00000007314",0.650383088833569,-2.3473546831537,4.89348720117494,-0.479689551980456,0.631448158215874,NA
"ENSG00000007341",343.071038744421,0.271002341824653,0.457343575530766,0.592557447669717,0.553477363851888,0.896152761676076
"ENSG00000007350",0.332814311618278,0.090318632021489,4.99543942393634,0.0180802176458621,0.98557485940466,NA
"ENSG00000007372",0.82851120462226,-1.51714127382386,4.81905007258106,-0.314821645547105,0.752897076038825,NA
"ENSG00000007376",1970.21540467822,0.114970863789399,0.641689102218234,0.179169107581787,0.85780491977145,0.979427326257621
"ENSG00000007384",5509.73361361515,0.178467179064427,0.369851303703835,0.482537650339979,0.629424059003298,0.922662345522799
"ENSG00000007392",379.306169526916,-0.634308880856572,0.385483183530429,-1.64549040777158,0.0998687191780601,0.475193581497385
"ENSG00000007402",40.1815875704892,-0.584831582530493,0.816455953177901,-0.7163051236924,0.473802963744285,0.865135701353603
"ENSG00000007516",882.09632656522,-0.61415623717036,1.59426963584372,-0.385227331288497,0.700068995548667,0.943420506125607
"ENSG00000007520",1849.43193232908,0.337555594507938,0.397880340071624,0.84838470392172,0.396223758445534,0.82519726868741
"ENSG00000007541",1946.79836525093,-0.252481158873448,0.477399503341527,-0.528867661374222,0.596897256753297,0.909854331980146
"ENSG00000007545",673.366383352823,-0.116124440543189,0.428407124662329,-0.271060946137903,0.786344157920344,0.963878204512771
"ENSG00000007866",1502.92858074865,-0.451995403904014,0.273724355582789,-1.65127945206654,0.0986815260284377,0.473283656608471
"ENSG00000007908",0,NA,NA,NA,NA,NA
"ENSG00000007923",2063.40367360837,0.0319818716360878,0.532896180113532,0.0600152015150009,0.952143527455848,0.995727169455781
"ENSG00000007933",2.13471352678086,-3.70286550559992,3.59238337156859,-1.03075455000313,0.302655936674332,NA
"ENSG00000007944",556.333190406786,-0.374364616418335,0.697512725305044,-0.536713672506281,0.591465410262512,0.906974199003672
"ENSG00000007952",2169.92060320012,1.07158880653076,0.617315208225906,1.73588596595633,0.0825839997288588,0.436041188977409
"ENSG00000007968",249.03475282151,0.963016296558743,0.748572192761121,1.28647083857957,0.198278789744376,0.650389178013645
"ENSG00000008018",3318.55417802828,0.615579355659074,0.374445804920383,1.64397450197089,0.100181469385959,0.475519553588727
"ENSG00000008056",4.21623728847127,-4.0795553460279,2.46553540870599,-1.65463263339179,0.0979990397357888,NA
"ENSG00000008083",469.012204917987,-0.0903953054675418,0.346984035903446,-0.260517188441187,0.794464858474714,0.967022987384195
"ENSG00000008086",383.629906100817,0.192219548091947,0.482179559138239,0.398647235140962,0.690153151902571,0.943078482089397
"ENSG00000008118",0,NA,NA,NA,NA,NA
"ENSG00000008128",676.828962600647,-0.316177365255385,0.328589833815356,-0.962225037774765,0.335936574681099,0.789018221730911
"ENSG00000008130",2874.24412534404,-0.419431832642678,0.3618242478136,-1.15921427371765,0.246368854680772,0.707599911106059
"ENSG00000008196",0,NA,NA,NA,NA,NA
"ENSG00000008197",0,NA,NA,NA,NA,NA
"ENSG00000008226",29.6459448413323,0.0630292089552698,0.898433380786337,0.0701545716167677,0.944070631787881,0.995150742504291
"ENSG00000008256",266.772801367508,1.21422381760337,0.459589680262475,2.64197363376375,0.00824244721011657,0.10737575403149
"ENSG00000008277",232.884893999819,-0.0643718575313485,0.417297001515406,-0.154259094356258,0.877405449172746,0.984181363557098
"ENSG00000008282",4685.37325336444,0.557110851428537,0.267836535719488,2.08004053641141,0.0375218149397082,0.28464552603462
"ENSG00000008283",3550.76368020046,0.279857654135297,0.285292246824987,0.980950787306098,0.326617010649457,0.780432518856708
"ENSG00000008294",1063.57197525442,-0.383748756381372,0.317996072502531,-1.20677199992248,0.227519962079241,0.685340419376678
"ENSG00000008300",738.258221297279,-0.706109182319232,0.414100847884042,-1.70516236788039,0.0881641463922215,0.446909251210943
"ENSG00000008311",9.79748172926801,-0.355109017114078,1.12384164483516,-0.315977805900016,0.752019354089633,0.95480900326958
"ENSG00000008323",2264.92902908911,1.44739899026217,0.593317028653443,2.43950353750523,0.0147074586726668,0.158438479255045
"ENSG00000008324",222.923722595198,0.273660440357958,0.523429965101773,0.522821501640145,0.6010984752405,0.911755324984932
"ENSG00000008382",412.600931201276,0.00435860645429008,0.479627967180702,0.00908747352643002,0.992749344972505,0.999758567563949
"ENSG00000008394",3387.62854158207,0.128381886195295,0.464607239489308,0.2763234734276,0.782299628321652,0.96385978163681
"ENSG00000008405",441.838889075565,-0.0495857550759362,0.352446008868559,-0.14069035775187,0.888114562726403,0.987260945505248
"ENSG00000008438",1.17531712903827,1.0594586267634,3.42825106479781,0.309037642441711,0.757292892829887,NA
"ENSG00000008441",2932.93147174851,-0.763890605252793,0.288537351256439,-2.64745829933775,0.00810993612690188,0.10661824720301
"ENSG00000008513",11433.5439952062,-0.0405857323413564,0.354161402391933,-0.114596712310401,0.908764785738288,0.9904192798338
"ENSG00000008516",55.4463821527329,-0.255186250488243,0.823655827366633,-0.309821459412382,0.756696731786237,0.956518223905
"ENSG00000008517",163.235800993696,1.6718188648092,0.634126993409909,2.6364101862614,0.00837883778189234,0.108439686210939
"ENSG00000008710",1360.59017093576,0.0645559950389362,0.345369467460358,0.186918651245122,0.851724415344631,0.978694983736447
"ENSG00000008735",12.9227368051468,-0.139152019108402,1.0424805451487,-0.133481646018203,0.89381247872939,0.987607292930455
"ENSG00000008838",1858.63936288135,-0.1055808310079,0.386936823290435,-0.27286322896348,0.784958353290266,0.96385978163681
"ENSG00000008853",263.29704198685,0.144988797025906,0.528990115032538,0.274086023359789,0.784018514452414,0.96385978163681
"ENSG00000008869",455.150625638245,-0.133560022354829,0.451087795573648,-0.296084318098167,0.767165689699166,0.95930287238722
"ENSG00000008952",4417.83266250894,0.00995052076931551,0.297194421984341,0.0334815192791196,0.973290603047851,0.997926888908693
"ENSG00000008988",11926.0576072353,-0.473692293199864,0.254660793859772,-1.86009116684329,0.0628726286983209,0.378702631588358
"ENSG00000009307",14822.0313462178,-0.273916818599759,0.310324565437338,-0.882678489257626,0.377410007534473,0.810855732429268
"ENSG00000009335",5124.25724050153,0.245198664246125,0.339668420093137,0.72187654118358,0.470370385277188,0.863768064636401
"ENSG00000009413",365.913065545406,-0.940477250432111,0.398599780513105,-2.35945250451835,0.0183019235090907,0.181790457916807
"ENSG00000009694",8.79331757523494,1.92955723583599,1.45168733519198,1.32918238594457,0.183787804806497,0.62871603177827
"ENSG00000009709",11.4717978002838,-0.344706459382471,1.75553523993124,-0.196354052907518,0.844333056620674,0.977585076504865
"ENSG00000009724",3.32598343506355,-0.283995606783082,1.90399002959373,-0.149158137578946,0.881428851769003,NA
"ENSG00000009765",84.749675146835,-0.426415291642428,0.756792002718396,-0.563451106923361,0.573127744600205,0.900071823870526
"ENSG00000009780",285.272930903242,0.584943395274179,0.464390552853474,1.2595936581396,0.207815984478034,0.663574544569478
"ENSG00000009790",1.81296413557348,-1.91882335972573,2.91528374811456,-0.658194373349325,0.510413239888948,NA
"ENSG00000009830",493.618389307087,0.724750575826937,0.736859877641375,0.983566343911683,0.325328780088746,0.780075260667035
"ENSG00000009844",1344.36482250995,-0.0227249862822093,0.358760123559979,-0.0633431220189944,0.949493278281047,0.995727169455781
"ENSG00000009950",91.8500892863038,-0.646374479797892,0.849832034196442,-0.760590862415619,0.446901479240406,0.852643372241856
"ENSG00000009954",4367.32256201723,0.419798267689974,0.391407161610016,1.07253599030527,0.283479357640186,0.746538850035904
"ENSG00000010017",2043.77146803027,0.568883341266529,0.269828566221112,2.10831399074461,0.0350038385591876,0.272567591568006
"ENSG00000010030",166.433018824384,2.23881804644929,0.837350469603011,2.67369294903568,0.00750211055505968,0.100931359794666
