#Transcript position	Transcript coverage profile
0.0	0.11178725652625768
1.0	0.016143358416586248
2.0	0.016737826338147
3.0	0.022068903602071196
4.0	0.049046962707844824
5.0	0.018434173901565192
6.0	0.023928711440133275
7.0	0.005602928168812888
8.0	0.03099195438832074
9.0	0.01932720852704629
10.0	0.0345997964757856
11.0	0.026148326670899363
12.0	0.027116271862142858
13.0	0.02471944070344822
14.0	0.038737510772396386
15.0	0.0070941290307794365
16.0	0.0855883988788002
17.0	0.00944857843022861
18.0	0.011482935499820678
19.0	0.02739233873945041
20.0	0.025523813875272604
21.0	0.02725932384267548
22.0	0.02701253138863155
23.0	0.012226157680703136
24.0	0.03186700110493314
25.0	0.035494376481557295
26.0	0.031210158337147055
27.0	0.034816955737834346
28.0	0.03461006371601627
29.0	0.031066377671843892
30.0	0.02245320038371139
31.0	0.03531187012865914
32.0	0.03854685060707534
33.0	0.024445112598859592
34.0	0.03636770295529244
35.0	0.007916904170823998
36.0	0.015219236343821527
37.0	0.02903897559420635
38.0	0.03970055831453948
39.0	0.02507467966487999
40.0	0.022204920553866293
41.0	0.019208391410803705
42.0	0.01285691244286674
43.0	0.004519473249007722
44.0	0.03580937489107824
45.0	0.04321472825755182
46.0	0.04496323935275826
47.0	0.018671633026533817
48.0	0.018543442407375595
49.0	0.02020179233904193
50.0	0.03721498201253637
51.0	0.019221853742811493
52.0	0.029057133982747254
53.0	0.027580437368016495
54.0	0.010970764383908989
55.0	0.021169351226849552
56.0	0.01805862524603611
57.0	0.011103457629993523
58.0	0.01535977706893106
59.0	0.033518289828448386
60.0	0.015531074341476766
61.0	0.012913964681335946
62.0	0.030070405319801367
63.0	0.02199338639963028
64.0	0.007390958820827182
65.0	0.01592819847131364
66.0	0.003818781461551814
67.0	0.006939960515619556
68.0	0.013953473966544122
69.0	0.011131211165989537
70.0	0.02210812823138009
71.0	0.02001699009824858
72.0	0.036619357707852865
73.0	0.018790067091042986
74.0	0.030175971373305126
75.0	0.038050451294044725
76.0	0.019119836539097324
77.0	0.03291314019829482
78.0	0.04074020512573151
79.0	0.026985037527216826
80.0	0.015390479823699498
81.0	0.035518797784482116
82.0	0.04105856821126753
83.0	0.0339054089444782
84.0	0.015034566564853313
85.0	0.04716953190545971
86.0	0.030332446887118357
87.0	0.032056752081445115
88.0	0.010851310774229787
89.0	0.020215479147593442
90.0	0.026708949516034447
91.0	0.036986486383091224
92.0	0.012742437061107587
93.0	0.01151189760838577
94.0	0.03832499216487216
95.0	0.038320875727953604
96.0	0.033005495298576826
97.0	0.017882501311006636
98.0	0.02141342524483979
99.0	0.020665320942757484
